lettr,X-box,Y-box,width,high,onpix,X-bar,Y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,X-ege,xegvy,Y-ege,yegvx
L,2.25,2.25,2.25,2.25,2.25,3.75,3.75,5.25,6.75,2.25,2.25,5.25,0.75,6.75,0.75,5.25
A,2.25,6.75,3.75,3.75,0.75,8.25,5.25,2.25,0.75,6.75,0.75,8.25,2.25,6.75,0.75,8.25
N,5.25,8.25,6.75,5.25,3.75,6.75,8.25,5.25,5.25,6.75,6.75,5.25,5.25,9.75,2.25,5.25
T,8.25,11.25,8.25,8.25,5.25,5.25,9.75,0.75,8.25,11.25,8.25,5.25,2.25,8.25,3.75,3.75
Q,2.25,5.25,5.25,5.25,5.25,9.75,11.25,5.25,2.25,2.25,8.25,11.25,2.25,9.75,5.25,9.75
Q,3.75,6.75,5.25,8.25,5.25,8.25,11.25,5.25,0.75,5.25,8.25,11.25,2.25,9.75,5.25,8.25
K,2.25,0.75,2.25,0.75,0.75,3.75,6.75,5.25,2.25,6.75,5.25,11.25,2.25,8.25,2.25,9.75
Y,2.25,3.75,5.25,5.25,0.75,6.75,9.75,2.25,2.25,8.25,11.25,8.25,0.75,11.25,0.75,8.25
Z,2.25,5.25,3.75,3.75,2.25,8.25,6.75,2.25,8.25,11.25,5.25,8.25,2.25,8.25,5.25,8.25
J,3.75,5.25,5.25,3.75,2.25,11.25,5.25,2.25,6.75,14.25,2.25,8.25,0.75,8.25,0.75,8.25
U,2.25,0.75,3.75,2.25,0.75,6.75,8.25,5.25,8.25,6.75,9.75,8.25,2.25,9.75,0.75,8.25
R,5.25,8.25,8.25,5.25,5.25,9.75,8.25,3.75,6.75,9.75,0.75,6.75,2.25,5.25,3.75,11.25
N,5.25,6.75,8.25,5.25,2.25,6.75,8.25,2.25,5.25,9.75,6.75,6.75,5.25,6.75,0.75,8.25
Y,5.25,5.25,5.25,3.75,2.25,2.25,11.25,5.25,5.25,12.75,11.25,5.25,0.75,11.25,0.75,5.25
K,11.25,14.25,9.75,8.25,5.25,3.75,8.25,5.25,8.25,8.25,11.25,11.25,5.25,11.25,2.25,5.25
K,5.25,8.25,8.25,6.75,5.25,2.25,8.25,2.25,8.25,11.25,11.25,11.25,3.75,6.75,3.75,3.75
N,5.25,8.25,6.75,5.25,2.25,9.75,6.75,2.25,5.25,9.75,2.25,5.25,5.25,8.25,0.75,6.75
Y,0.75,0.75,2.25,0.75,0.75,6.75,8.25,2.25,2.25,5.25,11.25,8.25,0.75,9.75,0.75,8.25
E,2.25,3.75,2.25,2.25,2.25,5.25,8.25,2.25,6.75,11.25,6.75,8.25,2.25,8.25,3.75,8.25
W,8.25,11.25,8.25,6.75,3.75,5.25,9.75,0.75,2.25,6.75,9.75,6.75,8.25,11.25,0.75,5.25
W,5.25,8.25,5.25,3.75,3.75,5.25,8.25,2.25,2.25,8.25,8.25,6.75,8.25,9.75,2.25,5.25
G,2.25,9.75,3.75,6.75,2.25,6.75,5.25,8.25,8.25,5.25,5.25,11.25,2.25,8.25,5.25,11.25
U,3.75,2.25,5.25,5.25,2.25,6.75,3.75,14.25,5.25,6.75,14.25,8.25,2.25,8.25,0.75,8.25
Y,5.25,5.25,5.25,8.25,8.25,8.25,5.25,6.75,3.75,6.75,6.75,8.25,9.75,8.25,3.75,5.25
S,6.75,9.75,8.25,8.25,5.25,8.25,8.25,2.25,6.75,9.75,2.25,5.25,2.25,8.25,5.25,8.25
A,3.75,9.75,5.25,5.25,3.75,8.25,5.25,5.25,2.25,9.75,5.25,11.25,5.25,5.25,5.25,9.75
Z,2.25,8.25,3.75,6.75,2.25,6.75,6.75,3.75,12.75,9.75,5.25,8.25,0.75,8.25,8.25,8.25
Z,5.25,9.75,6.75,8.25,5.25,6.75,8.25,2.25,8.25,11.25,6.75,6.75,0.75,8.25,5.25,6.75
M,3.75,6.75,6.75,5.25,6.75,8.25,5.25,2.25,2.25,8.25,3.75,6.75,6.75,5.25,2.25,5.25
Q,2.25,5.25,3.75,6.75,3.75,8.25,5.25,5.25,2.25,8.25,5.25,11.25,2.25,8.25,3.75,8.25
M,5.25,9.75,8.25,8.25,5.25,5.25,5.25,2.25,3.75,8.25,8.25,8.25,8.25,5.25,2.25,6.75
F,0.75,0.75,0.75,0.75,0.75,2.25,11.25,3.75,2.25,11.25,8.25,5.25,0.75,8.25,2.25,6.75
V,5.25,8.25,5.25,5.25,3.75,2.25,11.25,2.25,2.25,8.25,9.75,8.25,2.25,11.25,0.75,6.75
J,2.25,8.25,2.25,5.25,0.75,11.25,2.25,9.75,2.25,12.75,5.25,12.75,0.75,5.25,0.75,8.25
Y,5.25,8.25,6.75,5.25,3.75,8.25,9.75,0.75,6.75,2.25,11.25,8.25,2.25,11.25,2.25,8.25
N,5.25,8.25,5.25,6.75,3.75,6.75,8.25,5.25,5.25,6.75,5.25,6.75,5.25,8.25,2.25,5.25
K,3.75,8.25,5.25,6.75,6.75,5.25,5.25,2.25,3.75,5.25,5.25,8.25,8.25,6.75,8.25,6.75
O,3.75,8.25,3.75,5.25,2.25,8.25,5.25,8.25,5.25,8.25,3.75,6.75,2.25,8.25,2.25,8.25
J,2.25,9.75,3.75,8.25,0.75,12.75,0.75,8.25,5.25,14.25,2.25,11.25,0.75,6.75,0.75,8.25
M,3.75,5.25,6.75,2.25,3.75,8.25,6.75,2.25,3.75,8.25,5.25,6.75,8.25,5.25,2.25,6.75
B,5.25,8.25,6.75,5.25,9.75,8.25,8.25,3.75,2.25,5.25,6.75,6.75,6.75,11.25,8.25,8.25
W,6.75,9.75,6.75,8.25,5.25,3.75,9.75,2.25,2.25,8.25,8.25,6.75,6.75,11.25,2.25,5.25
N,8.25,11.25,6.75,5.25,2.25,6.75,9.75,3.75,5.25,2.25,5.25,8.25,5.25,8.25,2.25,6.75
H,2.25,0.75,3.75,2.25,2.25,6.75,6.75,5.25,5.25,6.75,5.25,8.25,5.25,8.25,3.75,8.25
G,3.75,9.75,5.25,6.75,8.25,6.75,5.25,3.75,2.25,6.75,5.25,9.75,8.25,6.75,8.25,12.75
Z,5.25,11.25,5.25,8.25,2.25,6.75,6.75,3.75,14.25,8.25,5.25,8.25,0.75,8.25,8.25,8.25
T,0.75,0.75,0.75,0.75,0.75,8.25,14.25,2.25,3.75,5.25,9.75,8.25,0.75,8.25,0.75,8.25
T,2.25,3.75,3.75,2.25,0.75,5.25,12.75,2.25,5.25,11.25,8.25,3.75,0.75,11.25,0.75,5.25
R,2.25,5.25,5.25,3.75,3.75,6.75,8.25,5.25,3.75,8.25,5.25,8.25,2.25,5.25,3.75,11.25
J,0.75,6.75,2.25,5.25,0.75,11.25,2.25,9.75,2.25,11.25,6.75,12.75,0.75,5.25,0.75,8.25
B,2.25,6.75,5.25,5.25,3.75,8.25,8.25,2.25,5.25,9.75,5.25,5.25,2.25,8.25,3.75,9.75
M,8.25,8.25,11.25,8.25,11.25,8.25,8.25,3.75,3.75,6.75,5.25,6.75,11.25,6.75,6.75,2.25
H,5.25,11.25,5.25,8.25,2.25,6.75,5.25,14.25,0.75,6.75,8.25,8.25,2.25,8.25,0.75,8.25
O,5.25,6.75,6.75,5.25,5.25,5.25,5.25,5.25,6.75,8.25,5.25,8.25,2.25,5.25,5.25,5.25
L,5.25,3.75,5.25,6.75,0.75,0.75,0.75,5.25,5.25,0.75,0.75,5.25,0.75,8.25,0.75,8.25
H,2.25,6.75,5.25,5.25,2.25,5.25,6.75,2.25,5.25,9.75,8.25,8.25,2.25,8.25,2.25,5.25
I,0.75,3.75,0.75,5.25,0.75,6.75,6.75,3.75,3.75,6.75,5.25,8.25,0.75,8.25,0.75,8.25
G,5.25,9.75,5.25,8.25,2.25,8.25,5.25,8.25,8.25,5.25,5.25,11.25,2.25,8.25,5.25,9.75
F,5.25,11.25,5.25,6.75,3.75,9.75,8.25,2.25,5.25,11.25,3.75,5.25,2.25,6.75,6.75,8.25
A,3.75,8.25,5.25,6.75,6.75,9.75,8.25,2.25,3.75,5.25,6.75,5.25,5.25,8.25,5.25,5.25
V,2.25,8.25,3.75,5.25,2.25,6.75,8.25,3.75,2.25,6.75,11.25,8.25,2.25,9.75,0.75,8.25
C,5.25,11.25,5.25,8.25,3.75,5.25,6.75,6.75,8.25,11.25,8.25,14.25,2.25,9.75,3.75,6.75
B,3.75,2.25,3.75,3.75,3.75,6.75,6.75,5.25,5.25,5.25,5.25,5.25,2.25,8.25,5.25,8.25
N,2.25,5.25,3.75,3.75,2.25,6.75,8.25,5.25,3.75,6.75,5.25,5.25,5.25,8.25,0.75,5.25
G,5.25,8.25,5.25,6.75,3.75,6.75,5.25,6.75,8.25,11.25,5.25,11.25,2.25,11.25,3.75,8.25
M,5.25,8.25,5.25,5.25,5.25,8.25,5.25,11.25,0.75,5.25,8.25,8.25,6.75,5.25,0.75,6.75
X,5.25,9.75,5.25,8.25,3.75,6.75,6.75,3.75,3.75,6.75,5.25,8.25,2.25,8.25,3.75,8.25
W,3.75,9.75,5.25,8.25,3.75,8.25,8.25,3.75,2.25,6.75,8.25,8.25,8.25,8.25,0.75,8.25
K,2.25,6.75,3.75,5.25,2.25,5.25,5.25,2.25,5.25,5.25,5.25,9.75,2.25,8.25,5.25,8.25
P,2.25,2.25,3.75,5.25,2.25,3.75,11.25,8.25,2.25,9.75,5.25,3.75,0.75,9.75,3.75,8.25
H,3.75,2.25,5.25,3.75,3.75,8.25,6.75,5.25,6.75,6.75,5.25,8.25,2.25,8.25,3.75,8.25
Q,2.25,8.25,3.75,8.25,5.25,8.25,6.75,8.25,2.25,5.25,5.25,8.25,2.25,8.25,5.25,9.75
Q,3.75,8.25,5.25,9.75,5.25,8.25,5.25,8.25,5.25,5.25,5.25,8.25,3.75,8.25,6.75,11.25
X,3.75,8.25,5.25,5.25,3.75,6.75,5.25,2.25,8.25,5.25,5.25,8.25,2.25,8.25,6.75,8.25
V,0.75,0.75,2.25,2.25,0.75,5.25,11.25,2.25,2.25,8.25,11.25,8.25,2.25,9.75,0.75,8.25
B,6.75,9.75,5.25,5.25,3.75,5.25,6.75,5.25,5.25,9.75,5.25,8.25,5.25,6.75,8.25,8.25
D,3.75,5.25,5.25,5.25,5.25,5.25,6.75,5.25,5.25,6.75,3.75,6.75,3.75,6.75,5.25,5.25
R,2.25,2.25,2.25,2.25,2.25,6.75,8.25,3.75,5.25,6.75,5.25,6.75,2.25,6.75,5.25,8.25
C,6.75,12.75,5.25,6.75,3.75,6.75,6.75,3.75,2.25,8.25,8.25,11.25,3.75,8.25,8.25,11.25
O,5.25,5.25,6.75,8.25,2.25,6.75,8.25,8.25,8.25,8.25,6.75,5.25,2.25,8.25,3.75,8.25
S,2.25,3.75,5.25,2.25,2.25,8.25,6.75,2.25,6.75,9.75,3.75,6.75,0.75,8.25,5.25,9.75
Q,3.75,8.25,5.25,9.75,5.25,8.25,5.25,6.75,3.75,8.25,5.25,8.25,2.25,8.25,3.75,6.75
P,5.25,5.25,8.25,8.25,8.25,5.25,6.75,5.25,2.25,8.25,6.75,5.25,6.75,12.75,5.25,8.25
G,2.25,2.25,2.25,3.75,2.25,6.75,8.25,8.25,6.75,5.25,6.75,8.25,2.25,6.75,5.25,11.25
S,5.25,8.25,5.25,5.25,2.25,9.75,2.25,2.25,3.75,9.75,2.25,8.25,2.25,6.75,2.25,9.75
O,8.25,14.25,5.25,8.25,3.75,5.25,6.75,5.25,2.25,9.75,6.75,8.25,5.25,8.25,5.25,8.25
B,2.25,0.75,3.75,2.25,2.25,8.25,8.25,5.25,5.25,6.75,5.25,5.25,2.25,8.25,5.25,8.25
H,5.25,8.25,8.25,5.25,5.25,8.25,6.75,2.25,5.25,9.75,5.25,8.25,2.25,8.25,2.25,6.75
D,5.25,9.75,5.25,8.25,5.25,5.25,6.75,8.25,6.75,6.75,5.25,5.25,2.25,8.25,2.25,8.25
B,0.75,0.75,0.75,0.75,0.75,6.75,6.75,5.25,3.75,5.25,5.25,6.75,0.75,8.25,5.25,8.25
Z,5.25,8.25,5.25,6.75,2.25,6.75,6.75,3.75,14.25,8.25,5.25,8.25,0.75,8.25,8.25,8.25
S,6.75,14.25,5.25,8.25,2.25,8.25,5.25,3.75,3.75,12.75,5.25,8.25,2.25,8.25,2.25,8.25
Z,5.25,5.25,5.25,8.25,2.25,6.75,6.75,3.75,14.25,8.25,5.25,8.25,0.75,8.25,8.25,8.25
R,8.25,9.75,8.25,5.25,5.25,8.25,8.25,2.25,5.25,8.25,2.25,5.25,6.75,3.75,5.25,5.25
N,2.25,0.75,2.25,0.75,0.75,6.75,6.75,11.25,0.75,5.25,5.25,8.25,5.25,8.25,0.75,8.25
G,5.25,9.75,5.25,8.25,2.25,6.75,5.25,8.25,8.25,5.25,5.25,8.25,2.25,6.75,5.25,9.75
D,8.25,12.75,8.25,6.75,3.75,11.25,2.25,5.25,5.25,12.75,2.25,11.25,5.25,6.75,3.75,8.25
H,5.25,5.25,6.75,3.75,3.75,5.25,8.25,3.75,5.25,9.75,8.25,8.25,2.25,8.25,2.25,6.75
H,2.25,8.25,3.75,5.25,2.25,8.25,6.75,12.75,0.75,6.75,6.75,8.25,2.25,8.25,0.75,8.25
S,8.25,14.25,6.75,8.25,3.75,6.75,5.25,5.25,5.25,8.25,2.25,8.25,3.75,5.25,5.25,8.25
Z,2.25,6.75,3.75,5.25,3.75,8.25,8.25,5.25,2.25,6.75,5.25,6.75,2.25,8.25,8.25,3.75
Q,3.75,5.25,5.25,8.25,3.75,6.75,8.25,5.25,2.25,8.25,8.25,9.75,2.25,8.25,5.25,8.25
X,2.25,8.25,3.75,5.25,2.25,6.75,6.75,3.75,3.75,6.75,5.25,8.25,2.25,8.25,3.75,8.25
I,0.75,8.25,0.75,5.25,0.75,6.75,6.75,3.75,3.75,6.75,5.25,8.25,0.75,8.25,0.75,8.25
W,2.25,8.25,5.25,5.25,2.25,3.75,8.25,5.25,0.75,6.75,8.25,8.25,8.25,9.75,0.75,8.25
I,2.25,6.75,3.75,5.25,3.75,9.75,6.75,2.25,3.75,8.25,5.25,5.25,2.25,8.25,5.25,6.75
J,2.25,6.75,2.25,5.25,0.75,11.25,2.25,8.25,3.75,12.75,5.25,12.75,0.75,5.25,0.75,8.25
S,6.75,9.75,8.25,8.25,11.25,8.25,5.25,5.25,3.75,8.25,5.25,8.25,6.75,8.25,14.25,9.75
F,2.25,5.25,2.25,3.75,0.75,2.25,12.75,5.25,2.25,11.25,8.25,5.25,0.75,8.25,2.25,5.25
Q,5.25,5.25,5.25,8.25,5.25,6.75,9.75,3.75,2.25,6.75,8.25,11.25,2.25,8.25,5.25,8.25
Y,0.75,2.25,2.25,0.75,0.75,6.75,11.25,0.75,5.25,6.75,11.25,8.25,0.75,11.25,0.75,8.25
K,0.75,0.75,0.75,0.75,0.75,3.75,5.25,5.25,2.25,6.75,5.25,11.25,2.25,8.25,2.25,9.75
O,2.25,8.25,3.75,6.75,3.75,6.75,5.25,8.25,3.75,6.75,5.25,11.25,2.25,8.25,2.25,8.25
H,3.75,3.75,3.75,5.25,2.25,6.75,9.75,14.25,2.25,6.75,2.25,8.25,2.25,8.25,0.75,8.25
B,0.75,0.75,2.25,0.75,0.75,6.75,6.75,6.75,3.75,6.75,5.25,6.75,0.75,8.25,5.25,8.25
Q,2.25,6.75,5.25,5.25,3.75,6.75,3.75,6.75,3.75,6.75,5.25,9.75,2.25,8.25,2.25,8.25
Z,5.25,9.75,5.25,8.25,5.25,8.25,5.25,5.25,8.25,8.25,5.25,6.75,0.75,6.75,6.75,8.25
P,8.25,11.25,8.25,5.25,5.25,8.25,8.25,3.75,5.25,12.75,3.75,3.75,3.75,9.75,5.25,8.25
W,5.25,8.25,8.25,6.75,6.75,5.25,11.25,2.25,2.25,6.75,8.25,8.25,8.25,11.25,0.75,8.25
J,0.75,3.75,2.25,2.25,0.75,8.25,5.25,2.25,5.25,14.25,3.75,8.25,0.75,6.75,0.75,8.25
V,2.25,2.25,3.75,2.25,0.75,3.75,12.75,2.25,2.25,9.75,11.25,6.75,2.25,11.25,0.75,8.25
T,2.25,2.25,2.25,2.25,0.75,5.25,11.25,2.25,6.75,11.25,8.25,3.75,0.75,9.75,2.25,5.25
L,6.75,12.75,5.25,6.75,2.25,8.25,2.25,2.25,5.25,11.25,3.75,12.75,2.25,6.75,5.25,8.25
F,3.75,8.25,5.25,5.25,2.25,6.75,9.75,3.75,5.25,12.75,6.75,5.25,2.25,8.25,2.25,6.75
O,5.25,6.75,5.25,5.25,3.75,6.75,9.75,8.25,5.25,5.25,8.25,11.25,5.25,8.25,3.75,6.75
N,5.25,8.25,6.75,5.25,3.75,6.75,8.25,5.25,5.25,6.75,5.25,5.25,6.75,11.25,2.25,5.25
V,3.75,9.75,5.25,8.25,2.25,5.25,11.25,2.25,3.75,6.75,11.25,8.25,2.25,9.75,0.75,8.25
K,5.25,8.25,6.75,6.75,6.75,5.25,8.25,5.25,3.75,6.75,3.75,8.25,3.75,6.75,6.75,8.25
X,3.75,8.25,5.25,5.25,5.25,6.75,5.25,2.25,5.25,6.75,6.75,8.25,5.25,8.25,6.75,6.75
X,2.25,5.25,3.75,3.75,2.25,6.75,8.25,2.25,8.25,5.25,5.25,5.25,2.25,8.25,6.75,6.75
Y,5.25,8.25,5.25,5.25,2.25,2.25,9.75,2.25,6.75,11.25,11.25,5.25,0.75,9.75,2.25,3.75
A,6.75,11.25,5.25,6.75,2.25,11.25,2.25,2.25,0.75,9.75,3.75,11.25,3.75,3.75,3.75,8.25
K,3.75,6.75,3.75,5.25,2.25,3.75,5.25,8.25,2.25,6.75,6.75,11.25,2.25,8.25,2.25,11.25
P,3.75,5.25,3.75,8.25,2.25,2.25,12.75,8.25,2.25,11.25,6.75,2.25,0.75,9.75,3.75,8.25
Z,5.25,8.25,5.25,3.75,2.25,5.25,6.75,2.25,8.25,11.25,8.25,8.25,2.25,8.25,5.25,5.25
J,2.25,3.75,2.25,5.25,0.75,14.25,2.25,6.75,5.25,14.25,2.25,11.25,0.75,6.75,0.75,8.25
X,2.25,6.75,3.75,5.25,2.25,6.75,6.75,3.75,3.75,6.75,5.25,8.25,2.25,8.25,3.75,8.25
W,6.75,11.25,6.75,6.75,3.75,0.75,8.25,2.25,2.25,8.25,11.25,8.25,8.25,9.75,0.75,5.25
S,3.75,8.25,3.75,5.25,3.75,8.25,8.25,5.25,8.25,5.25,5.25,5.25,0.75,6.75,8.25,6.75
W,5.25,5.25,6.75,3.75,3.75,5.25,11.25,3.75,2.25,8.25,6.75,5.25,8.25,11.25,2.25,5.25
Q,3.75,5.25,5.25,8.25,5.25,6.75,9.75,3.75,2.25,5.25,8.25,11.25,2.25,8.25,5.25,8.25
P,3.75,6.75,5.25,5.25,2.25,5.25,11.25,3.75,3.75,12.75,5.25,2.25,0.75,9.75,2.25,8.25
S,0.75,0.75,0.75,0.75,0.75,8.25,6.75,3.75,5.25,5.25,5.25,8.25,0.75,8.25,6.75,8.25
X,3.75,5.25,6.75,3.75,2.25,5.25,8.25,2.25,8.25,11.25,9.75,8.25,2.25,8.25,2.25,5.25
C,3.75,8.25,5.25,5.25,2.25,8.25,6.75,6.75,5.25,5.25,6.75,8.25,3.75,8.25,2.25,8.25
W,9.75,11.25,9.75,8.25,5.25,2.25,11.25,2.25,2.25,9.75,11.25,8.25,8.25,9.75,2.25,5.25
W,5.25,11.25,8.25,8.25,3.75,9.75,8.25,5.25,2.25,6.75,8.25,8.25,8.25,8.25,0.75,8.25
D,5.25,2.25,5.25,3.75,3.75,6.75,6.75,6.75,6.75,6.75,5.25,3.75,2.25,8.25,2.25,6.75
X,8.25,14.25,9.75,8.25,5.25,8.25,6.75,2.25,8.25,11.25,5.25,6.75,5.25,8.25,3.75,6.75
D,3.75,8.25,5.25,5.25,8.25,8.25,8.25,3.75,5.25,6.75,6.75,5.25,3.75,8.25,8.25,5.25
D,5.25,11.25,5.25,5.25,2.25,11.25,2.25,3.75,5.25,11.25,2.25,8.25,5.25,6.75,2.25,9.75
U,2.25,2.25,3.75,2.25,2.25,6.75,8.25,5.25,5.25,5.25,8.25,8.25,5.25,9.75,0.75,6.75
A,3.75,6.75,5.25,5.25,2.25,6.75,5.25,2.25,0.75,6.75,0.75,8.25,2.25,6.75,0.75,8.25
O,0.75,2.25,2.25,0.75,0.75,8.25,6.75,5.25,3.75,8.25,5.25,8.25,2.25,8.25,2.25,8.25
Q,2.25,6.75,3.75,6.75,2.25,6.75,5.25,8.25,5.25,5.25,5.25,8.25,2.25,8.25,5.25,8.25
T,3.75,5.25,3.75,3.75,2.25,5.25,11.25,2.25,6.75,11.25,8.25,3.75,0.75,11.25,2.25,3.75
A,2.25,2.25,5.25,2.25,2.25,8.25,2.25,2.25,2.25,5.25,0.75,8.25,2.25,5.25,2.25,6.75
T,5.25,8.25,5.25,5.25,3.75,5.25,11.25,3.75,5.25,11.25,8.25,5.25,2.25,11.25,2.25,3.75
Z,6.75,8.25,5.25,11.25,5.25,6.75,6.75,5.25,2.25,11.25,6.75,8.25,2.25,8.25,11.25,5.25
C,2.25,2.25,2.25,3.75,0.75,5.25,6.75,6.75,8.25,8.25,5.25,12.75,0.75,8.25,3.75,8.25
Y,6.75,8.25,6.75,5.25,3.75,2.25,11.25,2.25,6.75,11.25,11.25,5.25,0.75,9.75,2.25,5.25
H,5.25,9.75,5.25,6.75,2.25,6.75,5.25,14.25,0.75,6.75,6.75,8.25,2.25,8.25,0.75,8.25
T,2.25,6.75,2.25,3.75,0.75,6.75,14.25,0.75,5.25,6.75,11.25,8.25,0.75,8.25,0.75,8.25
T,0.75,0.75,2.25,0.75,0.75,8.25,14.25,2.25,3.75,5.25,9.75,8.25,0.75,8.25,0.75,8.25
A,2.25,5.25,3.75,3.75,2.25,8.25,8.25,2.25,3.75,6.75,8.25,8.25,3.75,8.25,2.25,5.25
H,0.75,0.75,2.25,0.75,0.75,6.75,6.75,11.25,0.75,6.75,5.25,8.25,2.25,8.25,0.75,8.25
F,6.75,11.25,5.25,5.25,2.25,5.25,9.75,2.25,5.25,11.25,6.75,5.25,2.25,8.25,5.25,5.25
O,2.25,5.25,3.75,3.75,2.25,8.25,6.75,6.75,3.75,8.25,5.25,8.25,2.25,8.25,2.25,8.25
Z,5.25,6.75,5.25,11.25,3.75,6.75,8.25,3.75,2.25,11.25,6.75,6.75,2.25,8.25,11.25,5.25
G,5.25,8.25,8.25,5.25,6.75,6.75,8.25,5.25,2.25,5.25,5.25,8.25,5.25,6.75,6.75,6.75
O,6.75,8.25,5.25,5.25,2.25,5.25,8.25,5.25,3.75,8.25,3.75,5.25,5.25,8.25,5.25,6.75
I,0.75,0.75,0.75,0.75,0.75,6.75,6.75,3.75,3.75,6.75,5.25,8.25,0.75,8.25,0.75,8.25
I,0.75,9.75,0.75,6.75,0.75,6.75,6.75,3.75,3.75,6.75,5.25,8.25,0.75,8.25,0.75,8.25
E,6.75,9.75,8.25,8.25,8.25,8.25,6.75,5.25,2.25,6.75,5.25,9.75,5.25,8.25,8.25,9.75
Z,5.25,8.25,5.25,5.25,2.25,9.75,2.25,3.75,5.25,11.25,3.75,9.75,2.25,8.25,6.75,9.75
P,2.25,3.75,3.75,2.25,2.25,6.75,9.75,3.75,2.25,11.25,5.25,2.25,0.75,9.75,2.25,8.25
H,6.75,11.25,9.75,8.25,8.25,5.25,8.25,2.25,5.25,9.75,8.25,8.25,5.25,11.25,5.25,5.25
V,3.75,8.25,5.25,6.75,0.75,8.25,8.25,5.25,2.25,5.25,14.25,8.25,2.25,8.25,0.75,8.25
J,3.75,6.75,5.25,5.25,2.25,6.75,5.25,5.25,3.75,14.25,8.25,12.75,0.75,5.25,0.75,5.25
D,5.25,9.75,5.25,6.75,5.25,5.25,6.75,8.25,6.75,5.25,5.25,3.75,2.25,8.25,5.25,9.75
G,2.25,0.75,2.25,0.75,0.75,8.25,5.25,5.25,5.25,5.25,5.25,8.25,0.75,6.75,5.25,9.75
N,2.25,3.75,5.25,2.25,2.25,8.25,8.25,2.25,5.25,9.75,3.75,5.25,5.25,8.25,0.75,5.25
A,3.75,8.25,5.25,5.25,5.25,5.25,5.25,2.25,2.25,3.75,0.75,5.25,3.75,5.25,3.75,5.25
Y,5.25,5.25,5.25,3.75,2.25,3.75,9.75,2.25,6.75,9.75,11.25,5.25,2.25,11.25,2.25,3.75
M,8.25,8.25,11.25,8.25,12.75,8.25,6.75,5.25,5.25,6.75,5.25,6.75,12.75,8.25,8.25,2.25
U,3.75,5.25,5.25,3.75,2.25,5.25,8.25,5.25,8.25,9.75,8.25,8.25,2.25,8.25,2.25,5.25
T,2.25,11.25,5.25,8.25,0.75,8.25,14.25,0.75,5.25,5.25,11.25,8.25,0.75,8.25,0.75,8.25
N,5.25,11.25,6.75,8.25,5.25,8.25,6.75,12.75,0.75,5.25,5.25,6.75,6.75,6.75,0.75,9.75
A,2.25,9.75,5.25,6.75,2.25,6.75,2.25,2.25,2.25,6.75,0.75,8.25,2.25,5.25,2.25,6.75
N,3.75,8.25,5.25,5.25,3.75,6.75,8.25,5.25,5.25,6.75,5.25,5.25,5.25,8.25,0.75,5.25
Y,2.25,2.25,2.25,2.25,0.75,8.25,9.75,0.75,5.25,5.25,11.25,8.25,0.75,11.25,2.25,6.75
L,5.25,11.25,5.25,6.75,3.75,5.25,5.25,2.25,5.25,11.25,8.25,11.25,2.25,6.75,6.75,8.25
T,5.25,8.25,5.25,5.25,5.25,5.25,6.75,6.75,6.75,8.25,8.25,8.25,2.25,8.25,5.25,8.25
N,3.75,6.75,5.25,5.25,3.75,6.75,5.25,6.75,5.25,5.25,3.75,6.75,2.25,6.75,2.25,6.75
O,5.25,9.75,5.25,8.25,5.25,6.75,8.25,8.25,5.25,6.75,8.25,8.25,2.25,8.25,2.25,8.25
W,5.25,6.75,5.25,5.25,5.25,2.25,11.25,2.25,2.25,9.75,9.75,8.25,5.25,11.25,2.25,6.75
B,2.25,5.25,3.75,3.75,3.75,6.75,6.75,5.25,3.75,5.25,5.25,6.75,2.25,8.25,5.25,6.75
R,5.25,5.25,5.25,8.25,2.25,5.25,9.75,9.75,3.75,6.75,5.25,8.25,2.25,6.75,5.25,11.25
J,2.25,8.25,2.25,6.75,0.75,14.25,2.25,6.75,5.25,14.25,2.25,9.75,0.75,6.75,0.75,8.25
S,5.25,8.25,6.75,5.25,3.75,6.75,8.25,2.25,8.25,9.75,5.25,5.25,2.25,5.25,5.25,8.25
F,2.25,0.75,2.25,2.25,2.25,5.25,9.75,3.75,5.25,11.25,8.25,5.25,0.75,9.75,2.25,5.25
I,3.75,9.75,5.25,6.75,2.25,6.75,6.75,0.75,6.75,12.75,5.25,8.25,0.75,8.25,0.75,8.25
L,3.75,8.25,5.25,5.25,6.75,5.25,6.75,2.25,5.25,6.75,6.75,11.25,5.25,11.25,5.25,5.25
S,5.25,11.25,5.25,5.25,2.25,8.25,5.25,3.75,2.25,12.75,6.75,8.25,2.25,9.75,2.25,8.25
L,2.25,8.25,5.25,5.25,5.25,5.25,6.75,2.25,5.25,8.25,6.75,11.25,5.25,9.75,5.25,5.25
Y,8.25,12.75,6.75,6.75,3.75,6.75,6.75,5.25,2.25,9.75,8.25,5.25,3.75,8.25,5.25,3.75
E,3.75,8.25,5.25,5.25,5.25,6.75,8.25,5.25,8.25,5.25,3.75,8.25,2.25,8.25,5.25,8.25
D,3.75,8.25,5.25,5.25,5.25,6.75,6.75,6.75,5.25,5.25,5.25,3.75,2.25,8.25,2.25,6.75
A,2.25,3.75,3.75,2.25,2.25,11.25,2.25,2.25,2.25,11.25,2.25,9.75,2.25,5.25,2.25,8.25
T,5.25,6.75,5.25,5.25,2.25,6.75,11.25,3.75,6.75,11.25,8.25,3.75,2.25,11.25,2.25,5.25
